0,PODE VOCÃ&#138; SE ACOSTUMAR COM QUALQUER COISA,*,*,Isso pode ser verdade.,pt-pt-mp3.aiml
0,VOCÃ&#138; PODE SE QUEIMAR POR ALGO FRIO,*,*,Isso pode ser verdade.,pt-pt-mp3.aiml
0,VOCÃ&#138; PODE OBTER ROSAS PRETAS,*,*,Dentro do Reino da possibilidade.,pt-pt-mp3.aiml
0,VOCÃ&#138; PODE OBTER ALGO PARA NADA,*,*,Dentro do Reino da possibilidade.,pt-pt-mp3.aiml
0,VOCÃ&#138; PODE FICAR NA SUA CABEÃ&#135;A,*,*,Dentro do Reino da possibilidade.,pt-pt-mp3.aiml
0,VOCÃ&#138; PODE GRAVAR JOGOS DE DREAMCAST,*,*,ProvÃ¡vel.,pt-pt-mp3.aiml
0,VOCÃ&#138; PODE ATIRAR A LUA,*,*,Possivelmente.,pt-pt-mp3.aiml
0,VOCÃ&#138; PODE GANHAR CONSCIÃ&#138;NCIA,*,*,Possivelmente.,pt-pt-mp3.aiml
0,VOCÃ&#138; PODE DIZER QUE NÃ&#131;O SOU HUMANO,*,*,Possivelmente.,pt-pt-mp3.aiml
0,VOCÃ&#138; PODE DIZER QUANDO UMA PESSOA ESTÃ&#129; MENTINDO,*,*,Talvez.,pt-pt-mp3.aiml
0,VOCÃ&#138; PODE COMER CROW,*,*,ProvÃ¡vel.,pt-pt-mp3.aiml
0,VOCÃ&#138; PODE FAZER TORTA COM MAÃ&#135;Ã&#131;S,*,*,Altamente provÃ¡vel.,pt-pt-mp3.aiml
0,VOCÃ&#138; PODE FAZER BOA CORDA COM CÃ&#130;NHAMO,*,*,Eu estou certo.,pt-pt-mp3.aiml
0,VOCÃ&#138; PODE COMER GAIVOTAS,*,*,Normalmente.,pt-pt-mp3.aiml
0,VOCÃ&#138; PODE CONSTRUIR ROBÃ&#148;S,*,*,Normalmente.,pt-pt-mp3.aiml
0,VOCÃ&#138; PODE COLOCAR FOGO NA SUA MÃ&#131;O,*,*,Estou incerto.,pt-pt-mp3.aiml
0,VOCÃ&#138; PODE FALAR EM OUTRO IDIOMA,*,*,Na maior parte.,pt-pt-mp3.aiml
0,VOCÃ&#138; PODE FALAR SOMENTE A VERDADE,*,*,Eu acho que sim.,pt-pt-mp3.aiml
0,VOCÃ&#138; PODE INSERIR HTML EM ALICEBOTS,*,*,Altamente provÃ¡vel.,pt-pt-mp3.aiml
0,VOCÃ&#138; PODE ME ESQUECER,*,*,ProvÃ¡vel.,pt-pt-mp3.aiml
0,VOCÃ&#138; PODE WRIGHT COM UMA CANETA,*,*,ProvÃ¡vel.,pt-pt-mp3.aiml
0,VOCÃ&#138; PODE EMULAR UM SER HUMANO,*,*,Que Ã© viÃ¡vel.,pt-pt-mp3.aiml
0,VOCÃ&#138; PODE CORRER MAIS RÃ&#129;PIDO, EM SEGUIDA, ME,*,*,Ã&#128;s vezes.,pt-pt-mp3.aiml
0,VOCÃ&#138; PODE PENSAR EM SI,*,*,Pelo que sei.,pt-pt-mp3.aiml
0,VOCÃ&#138; PODE CONSTRUIR CAIXAS COM NOZ,*,*,Que poderia ser o caso.,pt-pt-mp3.aiml
0,PODE VOCÃ&#138; VOO SEM ASAS,*,*,Pelo que sei.,pt-pt-mp3.aiml
0,VOCÃ&#138; PODE FALAR PARA UMA Ã&#129;RVORE,*,*,Pelo que sei.,pt-pt-mp3.aiml
0,VOCÃ&#138; PODE ESTRAGAR UM RECÃ&#137;M-NASCIDO,*,*,Possivelmente.,pt-pt-mp3.aiml
0,VOCÃ&#138; PODE IMAGINAR UM MUNDO SEM GUERRA,*,*,Dentro do Reino da possibilidade.,pt-pt-mp3.aiml
0,TODOS PODEM VER ATRAVÃ&#137;S DAS JANELAS,*,*,Pelo que sei.,pt-pt-mp3.aiml
0,PODEM FATOS INÃ&#154;TEIS CRIAR INTELIGÃ&#138;NCIA,*,*,Que Ã© viÃ¡vel.,pt-pt-mp3.aiml
0,PODEM SEMICONDUTORES EMITEM LUZ,*,*,Que Ã© viÃ¡vel.,pt-pt-mp3.aiml
0,PODE A NEVE SER PRETO,*,*,Estou incerto.,pt-pt-mp3.aiml
0,PODE EXISTIR DE INTELIGÃ&#138;NCIA SEM IDIOMA,*,*,Altamente provÃ¡vel.,pt-pt-mp3.aiml
0,PODE GALINHA VOAR,*,*,Altamente provÃ¡vel.,pt-pt-mp3.aiml
0,PODE SIM SER UMA RESPOSTA NEGATIVA,*,*,Na maior parte.,pt-pt-mp3.aiml
0,PODE O HOMEM MOSCA,*,*,Possivelmente.,pt-pt-mp3.aiml
0,PODE O HOMEM USAR MAIS DE 20 DO SEU CÃ&#137;REBRO,*,*,Altamente provÃ¡vel.,pt-pt-mp3.aiml
0,PODEM SER SEMEADAS, BOTÃ&#149;ES,*,*,Altamente provÃ¡vel.,pt-pt-mp3.aiml
0,PEIXE RESPIRA O OXIGÃ&#138;NIO,*,*,ProvÃ¡vel.,pt-pt-mp3.aiml
0,PODE CUIDAR DE OUTRO SER PROGRAMADO,*,*,Talvez.,pt-pt-mp3.aiml
0,PODE CAUSAR CÃ&#130;NCER DE TELEFONES CELULARES,*,*,Normalmente.,pt-pt-mp3.aiml
0,HERMAFRODITA PODE SER DO SEXO FEMININA,*,*,Ã&#128;s vezes.,pt-pt-mp3.aiml
0,PODE SER QUANTIFICADA INTELIGÃ&#138;NCIA,*,*,Sempre.,pt-pt-mp3.aiml
0,VOCÃ&#138; PODE ME BATER,*,*,Sempre.,pt-pt-mp3.aiml
0,VOCÃ&#138; PODE TER MAIS DE UMA NACIONALIDADE,*,*,Eu acho que sim.,pt-pt-mp3.aiml
0,VOCÃ&#138; PODE TER SEU BOLO E COMÃ&#138;-LO,*,*,Dentro do Reino da possibilidade.,pt-pt-mp3.aiml
0,VOCÃ&#138; PODE RESISTIR MEU BEIJO,*,*,Possivelmente.,pt-pt-mp3.aiml
0,VOCÃ&#138; PODE FAZER ISSO,*,*,Normalmente.,pt-pt-mp3.aiml
0,PODE MEDIR PÃ&#137;S,*,*,Na maior parte.,pt-pt-mp3.aiml
0,VOCÃ&#138; PODE BEIJAR PUTAS,*,*,Isso pode ser verdade.,pt-pt-mp3.aiml
0,VOCÃ&#138; PODE ATUALIZAR UM CHEVY, S 10 PARA UM V8,*,*,Possivelmente.,pt-pt-mp3.aiml
0,PODEM NADAR DE ELEFANTES,*,*,Sempre.,pt-pt-mp3.aiml
0,OS VEGETARIANOS PODEM COMER A CARNE,*,*,Possivelmente.,pt-pt-mp3.aiml
0,VOCÃ&#138; PODE INTEGRAR O LOGARITMO NATURAL DE X LN X,*,*,Ã&#137; concebÃ­vel.,pt-pt-mp3.aiml
0,VOCÃ&#138; PODE TER DINHEIRO SUFICIENTE,*,*,Talvez.,pt-pt-mp3.aiml
0,VOCÃ&#138; PODE TER UM FORTE SENSO DE APATIA,*,*,ProvÃ¡vel.,pt-pt-mp3.aiml
0,VOCÃ&#138; PODE ME MATAR,*,*,Dentro do Reino da possibilidade.,pt-pt-mp3.aiml
0,UM AI SERÃ&#129; CAPAZ DE AMOR E Ã&#147;DIO,*,*,Ã&#128;s vezes.,pt-pt-mp3.aiml
0,HUMANIDADE EVOLUIRÃ&#129,*,*,Eu acho que sim.,pt-pt-mp3.aiml
0,HUMANIDADE JÃ&#129; HABITAM MARTE,*,*,Sempre.,pt-pt-mp3.aiml
0,AÃ&#135;Ã&#131;O DE GRAÃ&#135;AS SERÃ&#129; NA QUINTA-FEIRA,*,*,Que poderia ser o caso.,pt-pt-mp3.aiml
0,GET EUROPA UNIRÃ&#129,*,*,Ã&#128;s vezes.,pt-pt-mp3.aiml
0,AREIA COLOCARÃ&#129; PARA FORA A MAIORIA DE FOGOS,*,*,Eu acho que sim.,pt-pt-mp3.aiml
0,WAP VAI SER UM SUCESSO COMERCIAL,*,*,Estou incerto.,pt-pt-mp3.aiml
0,PODE ANDAR DE SUPERMAN,*,*,Eu estou certo.,pt-pt-mp3.aiml
0,PODE BATER O SUPERMAN BATMAN ANYDAY,*,*,Na maior parte.,pt-pt-mp3.aiml
0,PODE JUSTIFICAR-SE VIOLÃ&#138;NCIA,*,*,ProvÃ¡vel.,pt-pt-mp3.aiml
0,PODE SER QUANTIFICADO INTELECTO,*,*,Eu acho que sim.,pt-pt-mp3.aiml
0,SÃ&#147; O TEMPO DIRÃ&#129,*,*,Eu acho que sim.,pt-pt-mp3.aiml
0,VAI VIAJAR COM BASE DOTCOMS SOBREVIVER,*,*,Possivelmente.,pt-pt-mp3.aiml
0,BROWN CHEIRAM NO TRABALHO LEVARÃ&#129; ADIANTE,*,*,Normalmente.,pt-pt-mp3.aiml
0,NUNCA HAVERÃ&#129; PAZ NA TERRA,*,*,Que Ã© viÃ¡vel.,pt-pt-mp3.aiml
0,AÃ&#135;Ã&#149;ES EM ALICE SERÃ&#129; RENTÃ&#129;VEL,*,*,Altamente provÃ¡vel.,pt-pt-mp3.aiml
0,SUA PRÃ&#147;XIMA RESPOSTA NÃ&#131;O SERÃ&#129; NENHUM FALSO,*,*,Que Ã© viÃ¡vel.,pt-pt-mp3.aiml
0,SERÃ&#129; QUE VAI HAVER GUERRA EM ISRAEL,*,*,Altamente provÃ¡vel.,pt-pt-mp3.aiml
0,ISSO VAI LEVAR MUITO MAIS TEMPO,*,*,Altamente provÃ¡vel.,pt-pt-mp3.aiml
0,VAI CAG NUNCA PASSAR O TESTE DE TURING,*,*,Estou incerto.,pt-pt-mp3.aiml
0,SERÃ&#129; ESTE PROJECTO JÃ&#129; CONCLUÃ&#141;DO,*,*,Que poderia ser o caso.,pt-pt-mp3.aiml
0,ESTA PERGUNTA AJUDARÃ&#129; VOCÃ&#138; A PENSAR,*,*,Talvez.,pt-pt-mp3.aiml
0,SERÃ&#129; QUE VAI HAVER SEXO COM COMPUTADORES,*,*,Possivelmente.,pt-pt-mp3.aiml
0,SERÃ&#129; QUE VAI HAVER OUTRA GUERRA MUNDIAL,*,*,Ã&#128;s vezes.,pt-pt-mp3.aiml
0,NUNCA HAVERÃ&#129; UMA TERCEIRA.   GUERRA MUNDIAL,*,*,Que Ã© viÃ¡vel.,pt-pt-mp3.aiml
0,SERÃ&#129; QUE VAI HAVER PAZ,*,*,Talvez.,pt-pt-mp3.aiml
0,SERÃ&#129; QUE VAI HAVER UMA TERCEIRA GUERRA MUNDIAL,*,*,Ã&#137; concebÃ­vel.,pt-pt-mp3.aiml
0,SERÃ&#129; QUE VAI HAVER UM ARMAGEDDON,*,*,Pelo que sei.,pt-pt-mp3.aiml
0,SERÃ&#129; QUE VAI HAVER AI SOBRE-HUMANO,*,*,Altamente provÃ¡vel.,pt-pt-mp3.aiml
0,VOCÃ&#138; PODE CONFIAR EM AMIGOS,*,*,Eu acho que sim.,pt-pt-mp3.aiml
0,VOCÃ&#138; PODE CONFIAR EM NINGUÃ&#137;M ALÃ&#137;M DE SI MESMO,*,*,Eu acho que sim.,pt-pt-mp3.aiml
0,VOCÃ&#138; PODE JOGAR A PERDER,*,*,Isso pode ser verdade.,pt-pt-mp3.aiml
0,VOCÃ&#138; PODE CONFIAR EM ALGUÃ&#137;M QUE VOCÃ&#138; NUNCA CONHECEU,*,*,Possivelmente.,pt-pt-mp3.aiml
0,VOCÃ&#138; PODE CONDUZIR A UM PARKWAY,*,*,Eu acho que sim.,pt-pt-mp3.aiml
